taxa,bay,month,day,year,abund,male,female,repro,eph,density,volume,mean_temp_C,temp_var,conductivity,pH,hydro_days,soil,canopy,area_ha,sample_date,species,genus,family,order,class,phylum,ID_specificity,broad_group,general_diet,functional_feeding_group,diet_specifics,diet_internet_source,size_mm,size_source
Daphnia laevis,3,3,4,2010,147,0,0,44,0,23.16,13665.928,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,3/4/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,44,3,31,2010,609,16,0,30,2,93.11,12959.069,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,3/31/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,44,6,30,2010,67,0,0,1,0,30.47,2199.115,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,6/30/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,7,5,7,2009,1,0,0,0,0,0.22,4555.309,10.2,20,31.08,5.21,196,terrace,forrested,2.51,5/7/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,25,4,7,2010,4,0,0,3,0,0.77,5183.628,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,4/7/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,3,12,2009,14,0,0,4,0,2.44,5733.407,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,3/12/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,4,7,8,2009,38,0,0,2,0,46.29,2120.575,10,14.5,40.76,5.58,211,upland,forrested,1.29,7/8/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,2,18,2009,13,0,0,0,0,2.21,5890.486,10.3,20.5,41.58,5.55,365,upland,open,5.26,2/18/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,2,17,2010,233,0,0,27,0,33.92,13116.149,10.3,20.5,41.58,5.55,365,upland,open,5.26,2/17/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,78,4,16,2009,1,0,0,0,0,0.18,5497.787,12.6,20.5,29.17,4.91,365,sand,open,4.01,4/16/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,5,11,2010,637,0,0,147,0,103.86,10327.986,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,5/11/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,44,5,25,2010,1035,0,0,355,0,434.98,5340.707,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,5/25/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,12,15,2009,4,0,0,0,0,1.16,6440.265,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,12/15/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,5,31,2010,83,0,0,10,0,40.32,3926.99,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,5/31/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,12,15,2009,3,0,0,0,0,0.68,4398.23,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,12/15/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,5,14,2009,107,0,0,8,0,21.3,8482.3,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,5/14/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,4,28,2010,632,11,0,108,3,249.67,6911.504,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,4/28/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,44,3,19,2009,9,0,0,0,0,4.71,3534.292,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,3/19/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,4,2,11,2009,3,0,0,0,0,1.94,3298.673,10,14.5,40.76,5.58,211,upland,forrested,1.29,2/11/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,9,23,2010,870,0,0,67,0,347.42,4987.278,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,9/23/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,4,5,5,2010,455,0,0,175,1,125.8,8560.84,10,14.5,40.76,5.58,211,upland,forrested,1.29,5/5/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,44,4,30,2009,47,0,0,7,0,21.18,3298.673,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,4/30/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,25,2,26,2009,1,0,0,0,0,0.44,2277.655,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,2/26/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,4,6,18,2009,2,0,0,1,0,0.62,3220.132,10,14.5,40.76,5.58,211,upland,forrested,1.29,6/18/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,5,14,2009,5,0,0,0,0,1.1,4555.309,10.3,20.5,41.58,5.55,365,upland,open,5.26,5/14/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,25,5,19,2010,9,0,0,0,0,2.97,6047.566,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,5/19/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,2,3,2010,9,0,0,2,0,1.64,5497.787,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,2/3/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,5,28,2009,1,0,0,0,0,0.32,3141.593,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,5/28/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,3,31,2010,608,0,0,15,0,147.92,9424.778,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,3/31/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,12,2,2009,22,0,0,0,0,7.87,4476.769,10.3,20.5,41.58,5.55,365,upland,open,5.26,12/2/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,4,30,2009,115,0,0,26,0,20.62,5576.327,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,4/30/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,78,3,19,2009,1,0,0,0,0,0.21,4790.929,12.6,20.5,29.17,4.91,365,sand,open,4.01,3/19/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,4,1,27,2010,29,0,0,1,0,4.32,12409.291,10,14.5,40.76,5.58,211,upland,forrested,1.29,1/27/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,44,3,12,2009,6,0,0,0,0,3.88,2827.433,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,3/12/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,9,9,2010,2,0,0,0,0,0.82,2434.734,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,9/9/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,10,14,2009,161,0,0,67,0,146.42,1099.557,10.3,20.5,41.58,5.55,365,upland,open,5.26,10/14/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,11,11,2009,2,0,0,1,0,1.19,4162.61,10.3,20.5,41.58,5.55,365,upland,open,5.26,11/11/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,1,20,2010,92,0,0,42,0,19.1,8796.46,10.3,20.5,41.58,5.55,365,upland,open,5.26,1/20/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,2,3,2010,60,0,0,9,0,13.59,9503.318,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,2/3/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,1,6,2010,2,0,0,0,0,0.31,6518.805,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,1/6/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,4,5,7,2009,70,0,0,9,0,16.99,8325.22,10,14.5,40.76,5.58,211,upland,forrested,1.29,5/7/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,6,25,2009,2,0,0,0,0,0.53,3769.911,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,6/25/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,5,25,2010,14,0,0,1,0,4.95,2827.433,10.3,20.5,41.58,5.55,365,upland,open,5.26,5/25/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,10,21,2010,187,0,0,0,0,146.49,2316.924,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,10/21/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,6,30,2010,269,0,0,35,0,121.89,4084.07,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,6/30/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,12,2,2010,1,0,0,0,0,0.26,3887.721,10.3,20.5,41.58,5.55,365,upland,open,5.26,12/2/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,7,4,23,2009,1,0,0,0,0,0.8,1256.637,10.2,20,31.08,5.21,196,terrace,forrested,2.51,4/23/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,6,11,2009,98,0,0,8,0,19.4,7618.362,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,6/11/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,4,14,2010,499,6,0,82,46,71.72,11309.733,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,4/14/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,7,28,2010,44,0,0,0,0,8.63,8128.871,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,7/28/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,1,20,2010,11,0,0,0,0,2.91,10131.636,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,1/20/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,4,2,26,2009,1,0,0,0,0,0.71,1413.717,10,14.5,40.76,5.58,211,upland,forrested,1.29,2/26/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,6,11,2009,9,0,0,1,0,2.39,3769.911,10.3,20.5,41.58,5.55,365,upland,open,5.26,6/11/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,7,23,2009,1,0,0,0,0,0.33,3063.053,10.3,20.5,41.58,5.55,365,upland,open,5.26,7/23/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,4,2,2009,4,0,0,1,0,1.21,3298.672,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,4/2/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,25,6,4,2009,4,0,0,0,0,1.03,3887.721,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,6/4/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,3,5,25,2010,555,0,0,61,0,95.49,8992.809,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,5/25/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,25,5,21,2009,3,0,0,1,0,0.69,4319.69,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,5/21/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,44,6,17,2010,24,0,0,2,0,10.79,4476.77,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,6/17/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,4,28,2010,92,0,0,1,0,14.62,12409.291,10.3,20.5,41.58,5.55,365,upland,open,5.26,4/28/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,7,8,2009,1,0,0,1,0,0.3,3377.212,10.3,20.5,41.58,5.55,365,upland,open,5.26,7/8/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,3,12,2009,9,0,0,0,0,2.34,3848.451,10.3,20.5,41.58,5.55,365,upland,open,5.26,3/12/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,9,4,23,2009,4,0,0,0,0,0.86,4633.849,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,4/23/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,25,4,20,2010,16,0,0,0,0,3.57,4476.77,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,4/20/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,3,4,2010,9,0,0,1,0,1.56,11309.733,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,3/4/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,3,19,2009,11,0,0,0,0,3,6754.424,10.3,20.5,41.58,5.55,365,upland,open,5.26,3/19/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,4,2,23,2010,96,0,0,6,0,16.68,11938.052,10,14.5,40.76,5.58,211,upland,forrested,1.29,2/23/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,44,5,11,2010,76,0,0,13,0,20.58,7853.982,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,5/11/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,4,16,2009,189,0,0,5,0,24.36,11309.734,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,4/16/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,44,5,28,2009,2,0,0,0,0,0.94,2120.575,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,5/28/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,40,7,28,2010,4,0,0,0,0,0.81,4948.008,10.3,20.5,41.58,5.55,365,upland,open,5.26,7/28/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,3,17,2010,27,0,0,4,0,4.97,9738.938,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,3/17/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,12,2,2009,1,0,0,0,0,0,NA,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,12/2/09,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
Daphnia laevis,41,1,6,2010,1,0,0,0,0,0.21,4869.469,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,1/6/10,laevis,Daphnia,Daphniidae,Cladocera,Branchiopoda,Arthropoda,species,cladoceran,mixed,filter_feeder,"algae, detritus",Eskinazi-Sant'Anna et al 2002,1.5,UNH Image based key to NA zooplankton - Aliberti et al.
